INpute layer 0
184
9
2

Error results for GA
---------------------------
iteration 0 1120.591
iteration 1 1162.783
iteration 2 1121.262
iteration 3 1125.985
iteration 4 1112.837
iteration 5 1144.273
iteration 6 1117.319
iteration 7 1135.833
iteration 8 1162.763
iteration 9 1162.831
iteration 10 1162.831
iteration 11 1113.075
iteration 12 1155.678
iteration 13 1155.675
iteration 14 1109.250
iteration 15 1162.989
iteration 16 1108.901
iteration 17 1150.551
iteration 18 1110.528
iteration 19 1110.372
iteration 20 1163.176
iteration 21 1150.289
iteration 22 1107.240
iteration 23 1163.151
iteration 24 1120.973
iteration 25 1128.276
iteration 26 1150.814
iteration 27 1150.013
iteration 28 1108.847
iteration 29 1168.399
iteration 30 1146.736
iteration 31 1172.853
iteration 32 1105.129
iteration 33 1142.813
iteration 34 1172.206
iteration 35 1103.151
iteration 36 1113.632
iteration 37 1172.989
iteration 38 1170.636
iteration 39 1103.660
iteration 40 1128.868
iteration 41 1167.345
iteration 42 1114.375
iteration 43 1104.492
iteration 44 1146.558
iteration 45 1169.501
iteration 46 1110.109
iteration 47 1129.233
iteration 48 1113.186
iteration 49 1157.905
iteration 50 1120.988
iteration 51 1113.868
iteration 52 1111.867
iteration 53 1173.497
iteration 54 1144.221
iteration 55 1111.576
iteration 56 1144.683
iteration 57 1175.239
iteration 58 1170.926
iteration 59 1113.954
iteration 60 1112.288
iteration 61 1114.194
iteration 62 1114.126
iteration 63 1113.938
iteration 64 1148.496
iteration 65 1178.440
iteration 66 1116.890
iteration 67 1156.503
iteration 68 1116.560
iteration 69 1114.796
iteration 70 1109.553
iteration 71 1107.418
iteration 72 1111.058
iteration 73 1109.191
iteration 74 1109.163
iteration 75 1109.287
iteration 76 1111.195
iteration 77 1113.812
iteration 78 1115.613
iteration 79 1105.100
iteration 80 1115.126
iteration 81 1115.094
iteration 82 1101.566
iteration 83 1116.511
iteration 84 1101.611
iteration 85 1101.611
iteration 86 1114.239
iteration 87 1114.919
iteration 88 1114.815
iteration 89 1113.341
iteration 90 1115.091
iteration 91 1108.934
iteration 92 1111.083
iteration 93 1115.029
iteration 94 1113.776
iteration 95 1116.692
iteration 96 1115.029
iteration 97 1113.892
iteration 98 1113.226
iteration 99 1114.400
iteration 100 1115.730
iteration 101 1112.148
iteration 102 1115.717
iteration 103 1112.282
iteration 104 1115.020
iteration 105 1114.950
iteration 106 1113.988
iteration 107 1114.413
iteration 108 1114.068
iteration 109 1112.409
iteration 110 1113.473
iteration 111 1113.550
iteration 112 1114.046
iteration 113 1114.557
iteration 114 1113.237
iteration 115 1115.193
iteration 116 1110.951
iteration 117 1113.171
iteration 118 1129.914
iteration 119 1113.301
iteration 120 1116.647
iteration 121 1110.856
iteration 122 1111.529
iteration 123 1116.651
iteration 124 1113.520
iteration 125 1113.478
iteration 126 1116.424
iteration 127 1112.820
iteration 128 1111.375
iteration 129 1111.206
iteration 130 1111.193
iteration 131 1112.285
iteration 132 1113.082
iteration 133 1111.652
iteration 134 1113.946
iteration 135 1114.163
iteration 136 1113.215
iteration 137 1113.838
iteration 138 1114.343
iteration 139 1112.645
iteration 140 1114.869
iteration 141 1112.646
iteration 142 1112.639
iteration 143 1113.760
iteration 144 1112.644
iteration 145 1113.486
iteration 146 1113.905
iteration 147 1112.903
iteration 148 1112.518
iteration 149 1112.695
iteration 150 1113.299
iteration 151 1112.905
iteration 152 1113.645
iteration 153 1114.108
iteration 154 1114.108
iteration 155 1113.645
iteration 156 1113.514
iteration 157 1112.544
iteration 158 1112.724
iteration 159 1112.025
iteration 160 1113.447
iteration 161 1113.514
iteration 162 1112.064
iteration 163 1111.841
iteration 164 1115.533
iteration 165 1112.826
iteration 166 1112.791
iteration 167 1115.169
iteration 168 1113.956
iteration 169 1115.142
iteration 170 1112.629
iteration 171 1113.982
iteration 172 1111.928
iteration 173 1112.360
iteration 174 1120.471
iteration 175 1120.449
iteration 176 1112.958
iteration 177 1113.180
iteration 178 1116.562
iteration 179 1113.035
iteration 180 1113.035
iteration 181 1112.197
iteration 182 1113.764
iteration 183 1113.056
iteration 184 1113.617
iteration 185 1112.813
iteration 186 1111.826
iteration 187 1111.778
iteration 188 1113.793
iteration 189 1113.793
iteration 190 1114.561
iteration 191 1112.263
iteration 192 1112.244
iteration 193 1111.797
iteration 194 1111.856
iteration 195 1112.231
iteration 196 1112.255
iteration 197 1113.013
iteration 198 1112.997
iteration 199 1111.309
iteration 200 1110.674
iteration 201 1112.710
iteration 202 1111.422
iteration 203 1112.633
iteration 204 1112.631
iteration 205 1110.934
iteration 206 1111.245
iteration 207 1112.595
iteration 208 1111.194
iteration 209 1109.551
iteration 210 1111.498
iteration 211 1111.174
iteration 212 1111.239
iteration 213 1111.003
iteration 214 1111.652
iteration 215 1111.779
iteration 216 1111.771
iteration 217 1111.253
iteration 218 1111.859
iteration 219 1112.166
iteration 220 1111.482
iteration 221 1111.539
iteration 222 1111.164
iteration 223 1111.832
iteration 224 1113.497
iteration 225 1111.430
iteration 226 1111.295
iteration 227 1111.680
iteration 228 1110.734
iteration 229 1111.804
iteration 230 1112.478
iteration 231 1111.452
iteration 232 1111.469
iteration 233 1111.295
iteration 234 1111.263
iteration 235 1112.204
iteration 236 1111.849
iteration 237 1108.094
iteration 238 1111.627
iteration 239 1113.163
iteration 240 1111.676
iteration 241 1112.064
iteration 242 1111.700
iteration 243 1111.140
iteration 244 1112.354
iteration 245 1112.327
iteration 246 1111.549
iteration 247 1113.361
iteration 248 1112.095
iteration 249 1112.460
iteration 250 1113.037
iteration 251 1113.204
iteration 252 1113.711
iteration 253 1109.245
iteration 254 1112.734
iteration 255 1112.235
iteration 256 1113.731
iteration 257 1111.503
iteration 258 1116.636
iteration 259 1116.758
iteration 260 1117.017
iteration 261 1117.565
iteration 262 1111.939
iteration 263 1117.565
iteration 264 1117.767
iteration 265 1116.405
iteration 266 1116.311
iteration 267 1118.410
iteration 268 1117.860
iteration 269 1116.943
iteration 270 1116.742
iteration 271 1119.439
iteration 272 1117.944
iteration 273 1116.136
iteration 274 1115.867
iteration 275 1118.765
iteration 276 1116.352
iteration 277 1118.497
iteration 278 1116.125
iteration 279 1119.046
iteration 280 1119.622
iteration 281 1117.584
iteration 282 1118.295
iteration 283 1117.718
iteration 284 1117.716
iteration 285 1118.986
iteration 286 1116.711
iteration 287 1117.291
iteration 288 1117.690
iteration 289 1117.452
iteration 290 1117.389
iteration 291 1117.620
iteration 292 1118.046
iteration 293 1116.969
iteration 294 1117.348
iteration 295 1116.715
iteration 296 1116.921
iteration 297 1118.102
iteration 298 1114.787
iteration 299 1117.617
iteration 300 1116.805
iteration 301 1116.833
iteration 302 1117.045
iteration 303 1116.831
iteration 304 1117.473
iteration 305 1117.116
iteration 306 1118.285
iteration 307 1118.039
iteration 308 1116.692
iteration 309 1117.423
iteration 310 1118.980
iteration 311 1116.012
iteration 312 1118.033
iteration 313 1117.595
iteration 314 1117.219
iteration 315 1116.303
iteration 316 1116.648
iteration 317 1117.593
iteration 318 1116.308
iteration 319 1117.634
iteration 320 1117.932
iteration 321 1116.308
iteration 322 1117.999
iteration 323 1118.448
iteration 324 1116.708
iteration 325 1115.682
iteration 326 1118.327
iteration 327 1118.400
iteration 328 1118.746
iteration 329 1118.423
iteration 330 1118.423
iteration 331 1116.930
iteration 332 1117.217
iteration 333 1118.192
iteration 334 1116.973
iteration 335 1118.384
iteration 336 1121.364
iteration 337 1118.314
iteration 338 1122.345
iteration 339 1119.709
iteration 340 1119.901
iteration 341 1119.160
iteration 342 1118.437
iteration 343 1119.809
iteration 344 1118.186
iteration 345 1121.308
iteration 346 1119.324
iteration 347 1119.156
iteration 348 1119.128
iteration 349 1118.070
iteration 350 1117.558
iteration 351 1119.041
iteration 352 1119.720
iteration 353 1118.286
iteration 354 1118.158
iteration 355 1118.035
iteration 356 1119.358
iteration 357 1119.253
iteration 358 1118.294
iteration 359 1122.464
iteration 360 1118.284
iteration 361 1118.451
iteration 362 1118.362
iteration 363 1119.477
iteration 364 1145.027
iteration 365 1114.655
iteration 366 1113.353
iteration 367 1118.211
iteration 368 1118.897
iteration 369 1112.385
iteration 370 1119.183
iteration 371 1139.375
iteration 372 1118.296
iteration 373 1118.308
iteration 374 1113.327
iteration 375 1119.203
iteration 376 1118.773
iteration 377 1119.722
iteration 378 1118.768
iteration 379 1118.655
iteration 380 1118.465
iteration 381 1116.582
iteration 382 1118.655
iteration 383 1117.140
iteration 384 1125.113
iteration 385 1118.438
iteration 386 1134.311
iteration 387 1118.781
iteration 388 1126.430
iteration 389 1125.338
iteration 390 1118.083
iteration 391 1125.522
iteration 392 1143.805
iteration 393 1118.083
iteration 394 1124.696
iteration 395 1125.052
iteration 396 1118.075
iteration 397 1137.387
iteration 398 1124.844
iteration 399 1118.818
iteration 400 1118.775
iteration 401 1117.650
iteration 402 1117.362
iteration 403 1117.615
iteration 404 1119.300
iteration 405 1126.122
iteration 406 1118.775
iteration 407 1118.360
iteration 408 1111.944
iteration 409 1119.159
iteration 410 1118.207
iteration 411 1119.894
iteration 412 1111.962
iteration 413 1112.002
iteration 414 1121.678
iteration 415 1119.662
iteration 416 1125.728
iteration 417 1112.069
iteration 418 1125.820
iteration 419 1112.233
iteration 420 1126.798
iteration 421 1115.814
iteration 422 1110.473
iteration 423 1149.565
iteration 424 1125.114
iteration 425 1110.148
iteration 426 1120.002
iteration 427 1125.054
iteration 428 1118.404
iteration 429 1117.799
iteration 430 1109.167
iteration 431 1118.480
iteration 432 1117.553
iteration 433 1111.956
iteration 434 1112.401
iteration 435 1117.745
iteration 436 1117.487
iteration 437 1111.878
iteration 438 1114.164
iteration 439 1115.834
iteration 440 1114.829
iteration 441 1113.687
iteration 442 1112.738
iteration 443 1116.260
iteration 444 1122.716
iteration 445 1112.775
iteration 446 1116.267
iteration 447 1113.152
iteration 448 1113.398
iteration 449 1113.433
iteration 450 1116.846
iteration 451 1116.526
iteration 452 1117.194
iteration 453 1121.352
iteration 454 1121.084
iteration 455 1118.740
iteration 456 1120.632
iteration 457 1119.441
iteration 458 1120.375
iteration 459 1119.615
iteration 460 1117.228
iteration 461 1120.640
iteration 462 1113.696
iteration 463 1116.001
iteration 464 1117.513
iteration 465 1117.425
iteration 466 1118.883
iteration 467 1115.665
iteration 468 1119.270
iteration 469 1117.428
iteration 470 1141.516
iteration 471 1117.004
iteration 472 1117.369
iteration 473 1117.618
iteration 474 1121.141
iteration 475 1117.544
iteration 476 1118.032
iteration 477 1117.259
iteration 478 1115.491
iteration 479 1116.572
iteration 480 1118.592
iteration 481 1119.358
iteration 482 1120.658
iteration 483 1117.748
iteration 484 1116.875
iteration 485 1117.098
iteration 486 1116.743
iteration 487 1117.790
iteration 488 1115.323
iteration 489 1115.196
iteration 490 1119.776
iteration 491 1117.308
iteration 492 1118.091
iteration 493 1116.629
iteration 494 1120.362
iteration 495 1115.421
iteration 496 1115.558
iteration 497 1120.296
iteration 498 1117.089
iteration 499 1119.362
iteration 500 1120.378
iteration 501 1118.968
iteration 502 1120.361
iteration 503 1120.539
iteration 504 1163.040
iteration 505 1117.170
iteration 506 1116.041
iteration 507 1157.524
iteration 508 1116.403
iteration 509 1119.588
iteration 510 1120.368
iteration 511 1117.218
iteration 512 1154.522
iteration 513 1118.284
iteration 514 1117.804
iteration 515 1116.218
iteration 516 1120.751
iteration 517 1118.801
iteration 518 1120.748
iteration 519 1119.733
iteration 520 1120.748
iteration 521 1118.828
