error,fitness,time,cities
0.01679957027049173,0.022074816200053648,1.885151539,125.0
0.01960817070365244,0.024670682455206525,1.885151539,125.0
0.02240700287176385,0.028294633968053,1.885151539,125.0
0.025043574509426975,0.031081013158209644,1.885151539,125.0
0.02736093420116603,0.033585024708715015,1.885151539,125.0
0.029537875544410296,0.03842609526277635,1.885151539,125.0
0.03131095186726473,0.03827697924170761,1.885151539,125.0
0.03235775480423588,0.040773249454359936,1.885151539,125.0
0.03352124681114385,0.043185370300578105,1.885151539,125.0
0.03487328364868095,0.04344333430776472,1.885151539,125.0
0.03589932313733408,0.04448506650565921,1.885151539,125.0
0.03684820028599747,0.04531861462418713,1.885151539,125.0
0.037353908531469825,0.04747737875857557,1.885151539,125.0
0.03822370572304,0.047439513204883994,1.885151539,125.0
0.038565708929417214,0.04645251198862269,1.885151539,125.0
0.03882797671676533,0.04622234477240078,1.885151539,125.0
0.03919130846525585,0.05297525911520279,1.885151539,125.0
0.04012675759337134,0.05286221111450939,1.885151539,125.0
0.041620914377321856,0.05270426627481234,1.885151539,125.0
0.04243060489882593,0.05860722565430592,1.885151539,125.0
0.04312787791021384,0.05428612834059992,1.885151539,125.0
0.04420832395501734,0.058837116010469905,1.885151539,125.0
0.045455951051447965,0.058600640009171034,1.885151539,125.0
0.04713370934839131,0.06667585559919731,1.885151539,125.0
0.04792773967327712,0.060161381175086986,1.885151539,125.0
0.04858741350028117,0.06259904566337751,1.885151539,125.0
0.04908775432527265,0.06299419238712045,1.885151539,125.0
0.0488331361599596,0.06419085568901806,1.885151539,125.0
0.04912493031343859,0.06633006094259582,1.885151539,125.0
0.049118931028804914,0.07201984894111119,1.885151539,125.0
0.05071838328326868,0.06993943329921118,1.885151539,125.0
0.05118533586492489,0.06993943329921118,1.885151539,125.0
0.05229135925805278,0.06993943329921118,1.885151539,125.0
0.053415145288722286,0.07176448568572318,1.885151539,125.0
0.05417810151439635,0.07277531707078347,1.885151539,125.0
0.05469114691716845,0.07322730830836764,1.885151539,125.0
0.05538338821747748,0.07026362002232348,1.885151539,125.0
0.05569487126321657,0.07598104006850777,1.885151539,125.0
0.05710991614064387,0.07501454439813685,1.885151539,125.0
0.05866076226351085,0.08435014108834496,1.885151539,125.0
0.059003474681136696,0.07626622641934033,1.885151539,125.0
0.05856298376937407,0.07626622641934033,1.885151539,125.0
0.05755862691338419,0.07582873251976184,1.885151539,125.0
0.05647719761695213,0.06999060745008814,1.885151539,125.0
0.05790338321838112,0.07207357154561535,1.885151539,125.0
0.05901092018435653,0.07625445800816712,1.885151539,125.0
0.061347584927833015,0.07981469359237202,1.885151539,125.0
0.061622987499342335,0.0794354518931316,1.885151539,125.0
0.06181985255839491,0.07907863480195511,1.885151539,125.0
0.06139206931977821,0.07758258098259074,1.885151539,125.0
0.06209633043660693,0.07906317422169917,1.885151539,125.0
0.062230062220468715,0.07802882501801012,1.885151539,125.0
0.0634006167035548,0.07807394303426667,1.885151539,125.0
0.06288014777598255,0.07858601451691159,1.885151539,125.0
0.06191275053749327,0.0768217938204082,1.885151539,125.0
0.06208995050165009,0.07751338746024698,1.885151539,125.0
0.061955064875138015,0.07544232409767496,1.885151539,125.0
0.0623696772508625,0.07821852047254108,1.885151539,125.0
0.06122951727618958,0.07619091287709721,1.885151539,125.0
0.06039644126906397,0.08313285592655129,1.885151539,125.0
0.06172479496929381,0.07673202825491587,1.885151539,125.0
0.061985267408395404,0.07978309040340244,1.885151539,125.0
0.06277789621137858,0.07813214349756306,1.885151539,125.0
0.06343397960103765,0.07651796386729355,1.885151539,125.0
0.06380191209799752,0.08203879114842536,1.885151539,125.0
0.06268131808098566,0.07433734357213333,1.885151539,125.0
0.06128498491435755,0.07675251428189421,1.885151539,125.0
0.061008436522113574,0.07484270375463632,1.885151539,125.0
0.06103507544542516,0.0770026483081575,1.885151539,125.0
0.06070788636190724,0.07847418671688643,1.885151539,125.0
0.062035592286988336,0.07895489490512332,1.885151539,125.0
0.062014647644627316,0.07950470762448408,1.885151539,125.0
0.06264914790122351,0.0808095290168551,1.885151539,125.0
0.06386231066003639,0.08403391369034598,1.885151539,125.0
0.06431413523759531,0.0793050547258543,1.885151539,125.0
0.06434470330097342,0.07916396763051607,1.885151539,125.0
0.06490860113912102,0.08619093714319812,1.885151539,125.0
0.06695000783609521,0.08044392227653221,1.885151539,125.0
0.06606683260293342,0.0803928568636728,1.885151539,125.0
0.0660444594500454,0.08321179768245317,1.885151539,125.0
0.06681606090901572,0.08677547936008971,1.885151539,125.0
0.0671835592729595,0.08416895616007815,1.885151539,125.0
0.06668053082216586,0.08210859744056566,1.885151539,125.0
0.06582183482586661,0.08356594083045438,1.885151539,125.0
0.06601396896831639,0.08515230924062307,1.885151539,125.0
0.0653544195834486,0.08515230924062307,1.885151539,125.0
0.06564928707678121,0.0831149854146101,1.885151539,125.0
0.06485443222812952,0.0804677991736629,1.885151539,125.0
0.065228055536309,0.08191311596065527,1.885151539,125.0
0.06528736877999368,0.08455924450556304,1.885151539,125.0
0.06555921971536752,0.07926379561316829,1.885151539,125.0
0.06406351450640359,0.08372182917303876,1.885151539,125.0
0.06311284509730389,0.08372182917303876,1.885151539,125.0
0.06299442564990748,0.08372182917303876,1.885151539,125.0
0.06282601734676911,0.07990142735787763,1.885151539,125.0
0.06251898210555012,0.0780771928534278,1.885151539,125.0
0.06350249332517915,0.08031978638683883,1.885151539,125.0
0.06277051579411695,0.07765277170899626,1.885151539,125.0
0.062437498865411556,0.0763614013390785,1.885151539,125.0
0.06240381872979661,0.08005874139675835,1.885151539,125.0
0.06245189453229334,0.07836749990133245,1.885151539,125.0
0.06174016513324319,0.07769871960391889,1.885151539,125.0
0.06282257522271632,0.07836382209199802,1.885151539,125.0
0.06330602570978504,0.08044478779762229,1.885151539,125.0
0.06259551163147722,0.08723626215095862,1.885151539,125.0
0.06330636776344221,0.08319783256295972,1.885151539,125.0
0.0646554472773931,0.08328069798301785,1.885151539,125.0
0.06507105852087315,0.08203994448186458,1.885151539,125.0
0.06502176914374413,0.0820399444818646,1.885151539,125.0
0.06536951520456666,0.08362305577348594,1.885151539,125.0
0.06544631612973201,0.08177561937604355,1.885151539,125.0
0.06607839947220123,0.08075994107518993,1.885151539,125.0
0.06568292559152171,0.07961547082322408,1.885151539,125.0
0.06591798568105489,0.08243979523046954,1.885151539,125.0
0.06611982927485564,0.08100164792625429,1.885151539,125.0
0.0659890382983594,0.08179958707783083,1.885151539,125.0
0.06642933168529691,0.08279841701975248,1.885151539,125.0
0.06681095716221397,0.08183212365775258,1.885151539,125.0
0.06743632378149877,0.08194004664386634,1.885151539,125.0
0.06782070556266911,0.08282802502283895,1.885151539,125.0
0.06637227125011774,0.08218620292825478,1.885151539,125.0
0.06621696412924451,0.08579624873169384,1.885151539,125.0
0.06681964606687407,0.08231014696026821,1.885151539,125.0
0.06631932808272657,0.08439997416884447,1.885151539,125.0
0.06655441734149514,0.08439997416884451,1.885151539,125.0
0.06709881553491118,0.08346623893098144,1.885151539,125.0
0.06740291124778212,0.0827265241238254,1.885151539,125.0
0.06648594769926806,0.08897901983547671,1.885151539,125.0
0.06619777845721994,0.08649053686919296,1.885151539,125.0
0.06496974299292997,0.08398342497949508,1.885151539,125.0
0.06386840972951179,0.08298464286370073,1.885151539,125.0
0.06444410973006143,0.08147059613827334,1.885151539,125.0
0.0661741215928473,0.08132669872089493,1.885151539,125.0
0.06688580140924155,0.08508743893122644,1.885151539,125.0
0.06864682114070203,0.08721819973824849,1.885151539,125.0
0.07005496825117664,0.0893658205955255,1.885151539,125.0
0.06977501260742072,0.08846350547393249,1.885151539,125.0
0.06984689768753886,0.09702454199506581,1.885151539,125.0
0.07193758284414822,0.09702454199506581,1.885151539,125.0
0.07217202378782367,0.09758083265351836,1.885151539,125.0
0.07215622824308497,0.09413879192733657,1.885151539,125.0
0.07030999999396423,0.08829214180629362,1.885151539,125.0
0.06953390169034095,0.09634984464032874,1.885151539,125.0
0.06981840587699457,0.09088594487457437,1.885151539,125.0
0.0697397265410718,0.08713432792164554,1.885151539,125.0
0.06976489997993301,0.09104227146193827,1.885151539,125.0
0.06837364068584093,0.08835879143664976,1.885151539,125.0
0.06597661079997395,0.08865892126831838,1.885151539,125.0
0.06794223345320305,0.08716967459286225,1.885151539,125.0
0.06984154035350067,0.08645916163629423,1.885151539,125.0
0.06944428912518844,0.09469986275418746,1.885151539,125.0
0.06859352024421085,0.09184647551316387,1.885151539,125.0
0.07065242551770949,0.09319964658548248,1.885151539,125.0
0.07330534423763314,0.09457923157475633,1.885151539,125.0
