INpute layer 0
184
9
2

Error results for GA
---------------------------
iteration 0 1113.414
iteration 1 1107.359
iteration 2 1177.625
iteration 3 1113.037
iteration 4 1147.010
iteration 5 1140.589
iteration 6 1105.987
iteration 7 1128.028
iteration 8 1113.645
iteration 9 1113.121
iteration 10 1118.264
iteration 11 1112.041
iteration 12 1133.880
iteration 13 1136.155
iteration 14 1153.683
iteration 15 1111.637
iteration 16 1111.466
iteration 17 1161.574
iteration 18 1151.709
iteration 19 1118.733
iteration 20 1096.916
iteration 21 1118.731
iteration 22 1111.434
iteration 23 1135.472
iteration 24 1191.029
iteration 25 1132.742
iteration 26 1126.249
iteration 27 1114.738
iteration 28 1109.796
iteration 29 1107.237
iteration 30 1106.704
iteration 31 1113.753
iteration 32 1109.523
iteration 33 1117.913
iteration 34 1117.460
iteration 35 1112.616
iteration 36 1152.542
iteration 37 1123.759
iteration 38 1129.879
iteration 39 1146.519
iteration 40 1122.908
iteration 41 1109.410
iteration 42 1100.687
iteration 43 1128.394
iteration 44 1145.975
iteration 45 1111.929
iteration 46 1101.691
iteration 47 1153.651
iteration 48 1111.935
iteration 49 1110.902
iteration 50 1149.042
iteration 51 1108.967
iteration 52 1112.809
iteration 53 1131.531
iteration 54 1110.999
iteration 55 1125.176
iteration 56 1109.373
iteration 57 1119.292
iteration 58 1109.140
iteration 59 1098.673
iteration 60 1106.225
iteration 61 1109.163
iteration 62 1164.352
iteration 63 1109.247
iteration 64 1109.169
iteration 65 1109.069
iteration 66 1109.806
iteration 67 1109.520
iteration 68 1109.013
iteration 69 1108.961
iteration 70 1117.303
iteration 71 1116.883
iteration 72 1109.238
iteration 73 1116.549
iteration 74 1109.367
iteration 75 1109.105
iteration 76 1145.553
iteration 77 1108.474
iteration 78 1135.907
iteration 79 1108.838
iteration 80 1108.813
iteration 81 1109.229
iteration 82 1113.245
iteration 83 1109.079
iteration 84 1116.651
iteration 85 1140.905
iteration 86 1109.406
iteration 87 1109.228
iteration 88 1109.097
iteration 89 1108.250
iteration 90 1108.935
iteration 91 1107.390
iteration 92 1110.808
iteration 93 1146.703
iteration 94 1109.036
iteration 95 1109.144
iteration 96 1123.367
iteration 97 1149.298
iteration 98 1106.567
iteration 99 1099.681
iteration 100 1117.039
iteration 101 1109.141
iteration 102 1117.367
iteration 103 1108.479
iteration 104 1138.155
iteration 105 1125.719
iteration 106 1108.307
iteration 107 1119.951
iteration 108 1101.146
iteration 109 1109.322
iteration 110 1138.033
iteration 111 1108.930
iteration 112 1109.092
iteration 113 1157.448
iteration 114 1096.657
iteration 115 1103.850
iteration 116 1099.557
iteration 117 1116.554
iteration 118 1109.196
iteration 119 1146.593
iteration 120 1109.196
iteration 121 1127.403
iteration 122 1142.919
iteration 123 1109.017
iteration 124 1102.405
iteration 125 1139.912
iteration 126 1103.803
iteration 127 1109.329
iteration 128 1126.805
iteration 129 1109.504
iteration 130 1114.461
iteration 131 1109.507
iteration 132 1145.736
iteration 133 1117.123
iteration 134 1131.676
iteration 135 1109.138
iteration 136 1108.855
iteration 137 1130.505
iteration 138 1130.452
iteration 139 1133.258
iteration 140 1104.043
iteration 141 1097.374
iteration 142 1104.706
iteration 143 1122.949
iteration 144 1109.170
iteration 145 1108.746
iteration 146 1109.487
iteration 147 1105.276
iteration 148 1125.250
iteration 149 1115.706
iteration 150 1115.769
iteration 151 1114.465
iteration 152 1109.626
iteration 153 1131.168
iteration 154 1109.500
iteration 155 1115.673
iteration 156 1097.377
iteration 157 1116.502
iteration 158 1129.775
iteration 159 1109.146
iteration 160 1109.391
iteration 161 1109.700
iteration 162 1108.532
iteration 163 1126.568
iteration 164 1123.006
iteration 165 1118.047
iteration 166 1118.051
iteration 167 1109.264
iteration 168 1109.377
iteration 169 1099.868
iteration 170 1108.838
iteration 171 1109.047
iteration 172 1099.544
iteration 173 1109.057
iteration 174 1108.712
iteration 175 1109.167
iteration 176 1109.733
iteration 177 1109.497
iteration 178 1109.276
iteration 179 1109.636
iteration 180 1133.595
iteration 181 1109.459
iteration 182 1109.495
iteration 183 1117.391
iteration 184 1109.822
iteration 185 1113.363
iteration 186 1109.055
iteration 187 1109.287
iteration 188 1108.978
iteration 189 1129.255
iteration 190 1128.222
iteration 191 1109.000
iteration 192 1108.979
iteration 193 1107.905
iteration 194 1109.431
iteration 195 1094.533
iteration 196 1144.209
iteration 197 1108.998
iteration 198 1109.573
iteration 199 1133.235
iteration 200 1122.528
iteration 201 1117.577
iteration 202 1124.368
iteration 203 1109.045
iteration 204 1124.352
iteration 205 1109.009
iteration 206 1113.901
iteration 207 1119.466
iteration 208 1118.571
iteration 209 1124.305
iteration 210 1118.570
iteration 211 1120.995
iteration 212 1102.738
iteration 213 1130.688
iteration 214 1112.556
iteration 215 1109.725
iteration 216 1120.817
iteration 217 1118.349
iteration 218 1109.303
iteration 219 1112.592
iteration 220 1105.169
iteration 221 1143.213
iteration 222 1126.060
iteration 223 1117.608
iteration 224 1112.631
iteration 225 1112.490
iteration 226 1131.255
iteration 227 1115.454
iteration 228 1106.215
iteration 229 1128.529
iteration 230 1097.519
iteration 231 1134.073
iteration 232 1114.570
iteration 233 1109.250
iteration 234 1108.811
iteration 235 1109.493
iteration 236 1109.073
iteration 237 1108.799
iteration 238 1108.731
iteration 239 1119.630
iteration 240 1108.987
iteration 241 1112.004
iteration 242 1109.049
iteration 243 1127.486
iteration 244 1118.372
iteration 245 1119.627
iteration 246 1109.215
iteration 247 1109.253
iteration 248 1108.960
iteration 249 1109.115
iteration 250 1100.489
iteration 251 1109.185
iteration 252 1122.019
iteration 253 1108.819
iteration 254 1108.761
iteration 255 1108.933
iteration 256 1108.943
iteration 257 1109.036
iteration 258 1109.286
iteration 259 1108.863
iteration 260 1108.903
iteration 261 1108.722
iteration 262 1109.002
iteration 263 1109.442
iteration 264 1108.942
iteration 265 1121.427
iteration 266 1114.772
iteration 267 1108.908
iteration 268 1108.809
iteration 269 1109.045
iteration 270 1108.933
iteration 271 1109.113
iteration 272 1111.481
iteration 273 1110.813
iteration 274 1110.057
iteration 275 1109.026
iteration 276 1104.796
iteration 277 1109.458
iteration 278 1111.424
iteration 279 1108.864
iteration 280 1127.334
iteration 281 1109.035
iteration 282 1108.989
iteration 283 1109.213
iteration 284 1108.937
iteration 285 1109.224
iteration 286 1109.075
iteration 287 1108.785
iteration 288 1108.954
iteration 289 1108.688
iteration 290 1108.729
iteration 291 1108.936
iteration 292 1109.169
iteration 293 1108.808
iteration 294 1123.010
iteration 295 1142.843
iteration 296 1109.058
iteration 297 1109.042
iteration 298 1108.922
iteration 299 1112.349
iteration 300 1108.850
iteration 301 1142.713
iteration 302 1109.036
iteration 303 1109.008
iteration 304 1142.403
iteration 305 1108.898
iteration 306 1108.944
iteration 307 1108.914
iteration 308 1108.917
iteration 309 1109.150
iteration 310 1109.031
iteration 311 1139.372
iteration 312 1109.095
iteration 313 1124.234
iteration 314 1108.805
iteration 315 1108.955
iteration 316 1108.862
iteration 317 1109.023
iteration 318 1109.108
iteration 319 1108.892
iteration 320 1108.822
iteration 321 1108.940
iteration 322 1108.953
iteration 323 1109.221
iteration 324 1108.980
iteration 325 1109.007
iteration 326 1108.918
iteration 327 1108.937
iteration 328 1109.018
iteration 329 1108.763
iteration 330 1108.971
iteration 331 1109.235
iteration 332 1108.831
iteration 333 1109.054
iteration 334 1108.751
iteration 335 1108.597
iteration 336 1108.637
iteration 337 1108.955
iteration 338 1109.027
iteration 339 1108.946
iteration 340 1108.624
iteration 341 1108.800
iteration 342 1108.613
iteration 343 1108.564
iteration 344 1108.680
iteration 345 1108.897
iteration 346 1108.777
iteration 347 1109.088
iteration 348 1108.629
iteration 349 1109.737
iteration 350 1109.047
iteration 351 1108.792
iteration 352 1109.066
iteration 353 1108.970
iteration 354 1109.030
iteration 355 1108.617
iteration 356 1109.048
iteration 357 1108.782
iteration 358 1108.612
iteration 359 1109.105
iteration 360 1108.831
iteration 361 1108.887
iteration 362 1108.580
iteration 363 1108.831
iteration 364 1108.923
iteration 365 1109.017
iteration 366 1108.341
iteration 367 1108.912
iteration 368 1109.204
iteration 369 1108.941
iteration 370 1109.175
iteration 371 1108.755
iteration 372 1109.073
iteration 373 1108.660
iteration 374 1108.511
iteration 375 1108.779
iteration 376 1108.896
iteration 377 1109.146
iteration 378 1108.732
iteration 379 1108.861
iteration 380 1108.841
iteration 381 1108.814
iteration 382 1109.103
iteration 383 1109.099
iteration 384 1108.615
iteration 385 1109.044
iteration 386 1109.239
iteration 387 1108.805
iteration 388 1109.043
iteration 389 1108.853
iteration 390 1109.067
iteration 391 1108.743
iteration 392 1108.896
iteration 393 1108.781
iteration 394 1108.927
iteration 395 1108.714
iteration 396 1108.810
iteration 397 1109.483
iteration 398 1108.783
iteration 399 1109.494
iteration 400 1109.056
iteration 401 1108.761
iteration 402 1108.960
iteration 403 1137.079
iteration 404 1109.054
iteration 405 1109.234
iteration 406 1108.850
iteration 407 1109.083
iteration 408 1109.053
iteration 409 1108.660
iteration 410 1137.577
iteration 411 1108.827
iteration 412 1109.189
iteration 413 1108.676
iteration 414 1108.918
iteration 415 1108.921
iteration 416 1109.269
iteration 417 1109.006
iteration 418 1108.837
iteration 419 1135.374
iteration 420 1108.468
iteration 421 1109.226
iteration 422 1109.698
iteration 423 1108.998
iteration 424 1109.064
iteration 425 1109.059
iteration 426 1109.102
iteration 427 1109.178
iteration 428 1108.970
iteration 429 1108.919
iteration 430 1109.120
iteration 431 1109.064
iteration 432 1108.618
iteration 433 1108.804
iteration 434 1109.059
iteration 435 1109.016
iteration 436 1108.801
iteration 437 1108.497
iteration 438 1109.099
iteration 439 1109.291
iteration 440 1108.772
iteration 441 1108.981
iteration 442 1108.783
iteration 443 1108.858
iteration 444 1108.891
iteration 445 1109.070
iteration 446 1120.932
iteration 447 1108.923
iteration 448 1108.915
iteration 449 1133.980
iteration 450 1109.042
iteration 451 1108.946
iteration 452 1108.937
iteration 453 1109.006
iteration 454 1108.961
iteration 455 1109.013
iteration 456 1108.988
iteration 457 1108.928
iteration 458 1108.771
iteration 459 1108.990
iteration 460 1108.515
iteration 461 1108.920
iteration 462 1108.772
iteration 463 1137.305
iteration 464 1108.813
iteration 465 1110.484
iteration 466 1108.900
iteration 467 1109.033
iteration 468 1108.842
iteration 469 1108.974
iteration 470 1109.193
iteration 471 1107.651
iteration 472 1108.937
iteration 473 1109.154
iteration 474 1108.762
iteration 475 1108.762
iteration 476 1108.978
iteration 477 1109.731
iteration 478 1109.798
iteration 479 1109.696
iteration 480 1109.790
iteration 481 1109.805
iteration 482 1109.140
iteration 483 1108.848
iteration 484 1109.750
iteration 485 1109.845
iteration 486 1109.886
iteration 487 1109.450
iteration 488 1108.808
iteration 489 1109.054
iteration 490 1108.979
iteration 491 1110.299
iteration 492 1108.778
iteration 493 1109.384
iteration 494 1109.428
iteration 495 1109.928
iteration 496 1109.094
iteration 497 1109.312
iteration 498 1110.964
iteration 499 1109.625
iteration 500 1108.969
iteration 501 1109.162
iteration 502 1109.322
iteration 503 1109.041
iteration 504 1109.615
iteration 505 1109.076
iteration 506 1114.300
iteration 507 1109.028
iteration 508 1109.024
iteration 509 1109.206
iteration 510 1109.547
iteration 511 1109.222
iteration 512 1109.253
iteration 513 1108.961
iteration 514 1109.071
iteration 515 1109.079
iteration 516 1108.977
iteration 517 1115.761
iteration 518 1109.259
iteration 519 1115.536
iteration 520 1108.914
iteration 521 1109.094
